tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CTRA;de Canillas;2;;;28043;JUNTA MUNICIPAL HORTALEZA EDIFICIO 1 - ENTRADA;444292;4479344;;2019-482
Otros;Privada;903;Tres Cantos;PLAZA;de la Estación;2;;;28760;HOTEL EXE TRES CANTOS ;439448;4494527;24 H;2019-794
Otros;Privada;079;Madrid;CALLE;de la Isla de Java;5;;;28034;SEGÚN ENTRAS DE FRENTE/AL LADO DE LA ENTRADA DE VESTUARIOS ;442465;4481883;L A V 08:30 A 20:00. -  S 09:00 A 13:00;2019-1309
Centro educativo;Pública;;;;C/ ALCALA 80, 28110, ALGETE;;;;;HALL ENTRADA;457891;4493570;;2019-2099
Centro educativo;Pública;;;;C/ ENRIQUE CASAS 7, 28110, ALGETE;;;;;HALL ENTRADA;454574;4496187;;2019-2100
Centro educativo;Pública;;;;C/ OREGANO 1, 28760, TRES CANTOS;;;;;HALL ENTRADA;440564;4494811;;2019-2101
Centro educativo;Pública;;;;C/ BALEARES 2, 28110, ALGETE;;;;;HALL ENTRADA;457754;4494799;;2019-2102
Centro educativo;Pública;;;;C/ MANUEL DE FALLA 54-56, 28100, ALCOBENDAS;;;;;PASILLO JEFATURA;445610;4489256;;2019-2103
Centro educativo;Pública;;;;C/ JAEN 73, 28100, ALCOBENDAS;;;;;PABELLON B - PASILLO PPAL.;445735;4489165;;2019-2104
Centro educativo;Pública;;;;C/ CLARA CAMPOAMOR 3, 28702, SAN SEBASTIAN DE LOS REYES;;;;;SECRETARIA;448172;4490276;;2019-2105
Centro educativo;Pública;;;;AVDA. EUROPA 22, 28110, ALGETE;;;;;HALL ENTRADA;456831;4494502;;2019-2106
Centro educativo;Pública;;;;C/ ALONSO ZAMORA VICENTE 1, 28702, SAN SEBASTIAN DE LOS REYES;;;;;HALL ENTRADA;447887;4490064;;2019-2107
Centro educativo;Pública;;;;C/ ESLOVAQUIA S/N, 28760, TRES CANTOS;;;;;HALL ENTRADA;439659;4496886;;2019-2108
Centro educativo;Pública;;;;C/ REAL 116, 28703, SAN SEBASTIAN DE LOS REYES;;;;;PASILLO PPAL.;447443;4489105;;2019-2109
Centro de trabajo con más de 250 trabajadores;Privada;005;Alcalá de Henares;AVDA;de Madrid;15;;;28802;EDIFICIO CENTRAL, A LA IZQUIERDA FIAT CHRYSLER AUTOMÓVILES SPAIN SA;466483;4480509;8-20;2019-2671
Centro educativo;Pública;049;Coslada;AVDA;de España;0;;;28821;DESPACHO SECRETARIA ;451555;4474865;;2019-2713
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;PLAZA;PLANTA BAJA - RECEPCION;1;;;28939;;421754;4457914;;2019-2716
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;CEIP LAS CASTAÑERAS - HALL ENTRADA;18;;;28939;;421817;4458566;;2019-2717
Otros;Privada;068;Guadarrama;CALLE;HALL. ENTRADA CLUB SOCIAL;1;;;28440;;409677;4504940;;2019-2737
Establecimiento público con aforo igual o superior a 2000 personas;Privada;006;Alcobendas;AVDA;de Bruselas;21;;;28109;CENTRO HERON DIVERSIA ;445775;4486907;L a J 15:00 a 1:00 V,S, y D 15:00 A 03:00;2019-96
Otros;Privada;079;Madrid;CALLE;de la Haya;4;4;6;28044;POL. IND AGUACATE ;436542;4468856;L A V 8:00 A 17:00;2019-162
Otros;Pública;032;Camarma de Esteruelas;CMNO;del Molino;0;;;28816;CAMPO MUNICIPAL CASETA DEL ARBITRO ;468311;4488345;;2019-163
Otros;Pública;032;Camarma de Esteruelas;CALLE;Daganzo;2;;;28816;COCHE POLICIA ;441255;4478995;;2019-164
Otros;Pública;180;Villarejo de Salvanés;PLAZA;de España;1;;;28590;VEHICULO Nº1 POLICIA LOCAL (DACIA DUSTER) MATRÍCULA 5949-JHN;476500;4446533;24 H;2019-176
Establecimiento hotelero con más de 100 plazas;Privada;113;Pinto;CALLE;Sierra Nevada;3;;;28320;AREA EMPRESARIAL ANDALUCIA ENFRENTE DE LOS BAÑOS;441115;4457222;24 H;2019-178
Otros;Privada;079;Madrid;CALLE;de Quintanavides;19;BAJO;A;28050;PARQUE EMPRESARIAL VIA NORTE EDIFICIO 3 BAJO A ;443212;4483282;HORARIO LABORAL;2019-179
Otros;Privada;079;Madrid;CALLE;de Serrano;55;7ª;;28006;PASILLO SALIDA ESCALERA DE EMERGENCIAS PLANTA 7 ;441719;4475884;8-20;2019-213
Otros;Privada;079;Madrid;CALLE;de Serrano;55;3ª;;28006;PASILLO SALIDA ESCALERA DE EMERGENCIAS PLANTA 3 ;441719;4475884;8-20;2019-214
Otros;Privada;079;Madrid;CALLE;de Serrano;55;4ª;;28006;PASILLO SALIDA ESCALERA EMERGENCIA PL 4ª ;441719;4475884;8-20;2019-215
Otros;Privada;079;Madrid;CALLE;de Serrano;55;5ª;;28006;PASILLO SALIDA ESCALERA EMERGENCIA PL 5ª ;441719;4475884;;2019-216
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;PASEO;de la Castellana;220;;;28046;HOTEL VIA CASTELLANA ;441647;4479898;24 HORAS;2019-233
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Princesa de Éboli;21;;;28050;CENTRO CULTURAL SAN CHINARRO (RECEPCIÓN) ;444519;4482100;;2019-667
Centro educativo;Privada;079;Madrid;CALLE;de la Fuente del Rey;44;;;28023;;434134;4478894;;2019-723
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de Velázquez;62;;;28001;PASILLO VELAZQUEZ 62,5 ;442014;4475512;24 H;2019-724
Centro educativo;Privada;079;Madrid;CALLE;de Fermín Caballero;53;;;28034;HALL PRINCIPAL ;440001;4481635;;2019-725
Establecimiento dependiente de una Administración Pública;Pública;092;Móstoles;CALLE;de Daoíz;17;;;28931;O.EMPLEO ;426253;4464238;08:30-14:30;2019-766
Otros;Privada;075;Loeches;CTRA;de M-206 (Loeches-Torrejón de Ardoz);4,5;;;28890;GARITA DE SEGURIDAD ;463186;4474839;;2019-879
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;del Arenal;2;;;28013;HALL RECEPCIÓN ;440200;4474274;;2019-880
Otros;Privada;065;Getafe;CALLE;Río Guadiato;0;;;28906;FUNDACION CARES DENTRO DEL ALMACEN,JUNTO A LA MESA DEL RESPONSABLE DE OPERACIONES;440672;4458956;24h;2019-947
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de O'Donnell;12;;;28009;OFICINA DE EMPLEO ;442488;4474758;8:30-14:30;2019-775
Otros;Privada;005;Alcalá de Henares;CALLE;Chile;43;;;28806;AUTOCAR CON MATRICULA 7751KMB ;466454;4484068;durante el servicio de transporte de viajeros por carretera;2019-2209
Otros;Privada;005;Alcalá de Henares;CALLE;Chile;43;;;28806;AUTOCAR CON MATRICULA 7764KMB ;466454;4484068;DURANTE EL SERVICIO DE TRANSPORTE;2019-2210
Otros;Privada;005;Alcalá de Henares;CALLE;Chile;43;;;28806;AUTOCAR CON MATRICULA 7839KMB ;466454;4484068;DURANTE EL SERVICIO DE TRANSPORTE;2019-2211
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;058;Fuenlabrada;CALLE;de Hungría;8;;;28943;A LA DERECHA DE LA PUERTA DE GERENCIA ;431978;4459604;;2019-2370
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PASEO;del General Martínez Campos;37;;;28010;PASILLO SEGURIDAD/CERÁMICA ;441284;4476271;24 HORAS;2019-2531
Otros;Privada;079;Madrid;CALLE;de Arequipa;13;;;28043;JUNTO PCI DEL ACCESO PRINCIPAL Y AL HALL CENTRAL AUDITORIO PABELLON GOYENECHE - COE;446258;4480006;L A V 9:00 A 14:00;2019-2540
Otros;Privada;079;Madrid;CALLE;de Santa María Magdalena;14;4;;28016;OFFICCE COMEDOR ;443192;4479285;09:00 - 18:00 julio y agosto 08:00-15:00;2019-2565
Otros;Privada;079;Madrid;CALLE;de Arrastaria;21;;;28022;VESTIBULO ;450336;4477209;24 HORAS;2019-2636
Centro educativo;Pública;;;;C/ TOLEDO 45, 28901, GETAFE;;;;;HALL ENTRADA;437515;4461245;;2019-2447
Centro educativo;Pública;;;;C/ TOLEDO 46, 28901, GETAFE;;;;;HALL ENTRADA;437520;4461244;;2019-2448
Centro educativo;Pública;;;;C/ GUADALAJARA 3, 28901, GETAFE;;;;;HALL ENTRADA;437770;4461959;;2019-2449
Centro educativo;Pública;;;;AVDA. DE LAS CIUDADES 9, 28903, GETAFE;;;;;HALL ENTRADA;438562;4463323;;2019-2450
Centro educativo;Pública;;;;AVDA. DE LAS CIUDADES 104, 28903, GETAFE;;;;;EDIF. PPAL - HALL;439484;4462656;;2019-2451
Centro educativo;Pública;;;;AVDA. DE LAS CIUDADES 104, 28903, GETAFE;;;;;EDIF. F - HALL;439484;4462656;;2019-2452
Centro educativo;Pública;;;;C/ AZOR 4, 28024, MADRID;;;;;PASILLO PPAL.;434761;4472287;;2019-2453
Centro educativo;Pública;;;;C/ CALAMON 3, 28024, MADRID;;;;;HALL ENTRADA;434501;4472303;;2019-2454
Otros;Pública;079;Madrid;CALLE;de Augusto Figueroa;36;;;28004;ENTRADA ASCENSORES DE PÚBLICO ;440948;4474815;L-V 9-17 , V 9-15;2019-2574
Centro educativo;Privada;079;Madrid;CALLE;del Solara;5;BAJA;;28041;EN EL HALL CENTRAL COLEGIO EDITH STEIN;439967;4468585;;2018-804
Otros;Privada;113;Pinto;CALLE;de Águilas;8;;;28320;OFICINA LOGISTICA - PLANTA BAJA DISCESUR;439748;4455350;DE 9:00 A 20:00;2019-2604
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Puerto de Somosierra;13;1;;28031;ZONA DESPACHO SECRETARIA ;447174;4469984;7:30 A 19:00;2019-2606
Centro de trabajo con más de 250 trabajadores;Privada;127;Rozas de Madrid, Las;CALLE;José Echegaray;20;;;28232;1ª PLANTA JUNTO SALIDA EMERGENCIAS ;424582;4486543;9 A17 h;2019-2615
Otros;Privada;079;Madrid;CALLE;del Golfo de Salónica;27;3;A;28033;RECEPCION - AL LADO DE ASEOS ;443585;4481031;;2019-2622
Otros;Privada;006;Alcobendas;AVDA;de Europa;25;;;28108;EXTERIOR CASETA DE SEGURIDAD ;433410;4477389;;2019-2623
Establecimiento dependiente de una Administración Pública;Pública;065;Getafe;CALLE;del Padre Blanco;s/n;;;28901;Hall de entrada ;437616;4462038;9h a 20h;2019-2631
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de la Princesa;27;3ª;;28008;ZONA ACCESO A SALA PLENARIA SABATINI HOTEL MELIA MADRID PRINCESA;439417;4475446;24 H;2019-2632
Centro educativo;Privada;079;Madrid;CALLE;de Bravo Murillo;291;;;28020;ENTRADA CALLE CEUTA FRENTE AL Nº 15 INSTITUTO CATÓLICO DE ESTUDIOS;440871;4479439;;2019-2645
Otros;Privada;079;Madrid;CALLE;Imperial;8;;;28012;EN RECEPCIÓN HOTEL PESTANA PLAZA MAYOR MADRID;440011;4474028;;2019-2647
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Ventura Rodríguez;17;;;28008;MUSEO CERRALBO ESCALERAS INTERIORES 1ª PLANTA;439382;4475036;24 h;2019-2664
Centro de trabajo con más de 250 trabajadores;Privada;005;Alcalá de Henares;AVDA;de Madrid;15;;;28802;EDIFICIO JUSTO FRENTE A LA ENTRADA FIAT CHRYSLER AUTOMOVILES SPAIN SA;466483;4480509;8-20;2019-2674
Otros;Privada;130;San Fernando de Henares;CALLE;Fontaneros;6;;;28830;RECEPCION JUNTO A CENTRAL ;457359;4477285;8:30 a 13:30 y de 15:30 a 18:30;2019-2675
Centro educativo;Privada;096;Navalcarnero;CALLE;de las Víctimas del Terrorismo;0;;;28600;COLEGIO CEIP MARIA MARTIN ;415331;4460872;07:00 - 17:00;2019-2677
Centros residenciales de mayores con 200 plazas;Privada;079;Madrid;CALLE;de César Manrique;7;;;28035;RESIDENCIA LOS NOGALES PUERTA DE HIERRO I ;438803;4480532;;2019-114
Centros residenciales de mayores con 200 plazas;Privada;079;Madrid;PASEO;Imperial;26;;;28005;RESIDENCIA LOS NOGALES ;439182;4473044;;2019-116
Centro de trabajo con más de 250 trabajadores;Pública;065;Getafe;CALLE;de Helena Rubinstein;6;;;28906;;440333;4460297;;2019-140
Centro educativo;Privada;079;Madrid;CALLE;de Martínez de la Riva;127;;;28018;COMEDOR ;443620;4470837;;2019-306
Centro educativo;Privada;079;Madrid;CALLE;del Nervión;2;;;28002;;441976;4477566;;2019-351
Centro educativo;Privada;161;Valdemoro;PLAZA;del Conde;5;;;28342;cuarto megafonía ;442266;4449287;;2019-352
Centro educativo;Privada;079;Madrid;AVDA;del Manzanares;20;;;28011;Hall de entrada ;438632;4472606;;2019-354
Centro educativo;Pública;079;Madrid;CALLE;de Cambados;1;;;28055;ESCUELA INFANTIL DOÑA FRANCISQUITA(ENTRADA) ;446568;4481106;;2019-664
Otros;Privada;079;Madrid;CALLE;de Luisa de Carvajal;;;;28037;CONSEJERÍA PR2-PR3 EN LA GARITA MANC. PROP. ALBADALEJO PR 1-2-3-5;447566;4476444;;2019-859
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;074;Leganés;CTRA;M-425 ( Carabanchel (Pz. Eliptica) a Leganés);2.2;;;28919;PARQUE COMERCIAL PLAZA NUEVA AL LADO DE LOS ASEOS PÚBLICOS, JUNTO EL DE MINUSVALIDOS;435477;4466414;"L-V 7-21:30 H ; S 7:30-22 H ; D 9-15H";2019-920
Centro educativo;Pública;;;;C/ PLACER DE VER S/N, 28729, VENTURADA;;;;;JUNTO CONSERJERIA;447270;4516544;;2019-2110
Centro educativo;Pública;;;;C/ CARRACHEL 2, 28110, ALGETE;;;;;HALL ENTRADA;457425;4494283;;2019-2111
Centro educativo;Pública;;;;AVDA. EUROPAS/N, 28110, ALGETE;;;;;PASILLO PROFESORES;456789;4494444;;2019-2112
Centro educativo;Pública;;;;C/ OREGANO 1, 28760, TRES CANTOS;;;;;JUNTO SECRETARIA;440541;4494856;;2019-2113
Centro educativo;Pública;;;;C/ CHILE 26, 28110, ALGETE;;;;;HALL ENTRADA;458107;4493390;;2019-2114
Centro educativo;Pública;;;;C/ VICTOR HURTADO S/N, 28864, AJALVIR;;;;;HALL ENTRADA;458853;4487836;;2019-2115
Centro educativo;Pública;;;;C/ VICTOR HURTADO S/N, 28864, AJALVIR;;;;;EDIFICIO B - HALL;458853;4487836;;2019-2116
Centro educativo;Pública;;;;C/ TORRELAGUNA 23, 28860, PARACUELLOS DE JARAMA;;;;;HALL ENTRADA;454977;4484477;;2019-2117
Centro educativo;Pública;;;;C/ TORRELAGUNA 23, 28860, PARACUELLOS DE JARAMA;;;;;ENTRADA TRASERA;454977;4484477;;2019-2118
Centro educativo;Pública;;;;AVDA. EJERCITO 89, 28802, ALCALA DE HENARES;;;;;EDIFICIO PPAL. HALL;467593;4480919;;2019-2119
Centro educativo;Pública;;;;AVDA. EJERCITO 89, 28802, ALCALA DE HENARES;;;;;EDIFICIO B - HALL;467593;4480919;;2019-2120
Centro educativo;Pública;;;;PASEO SAN SEBASTIAN 23, 28490, BECERRIL DE LA SIERRA;;;;;HALL ENTRADA;416324;4507452;;2019-2121
Centro educativo;Pública;;;;CTRA. MANZANARES EL REAL 10, 28413, EL BOALO;;;;;EDIFICIO SECUNDARIA. HALL;423817;4507414;;2019-2122
Centro educativo;Pública;;;;C/ GOYA 86, 28413, EL BOALO;;;;;HALL ENTRADA;423817;4507414;;2019-2123
Aeropuertos;Pública;104;Paracuellos de Jarama;CTRA;PLANTA BAJA HALL;;;;28860;;453609;4484246;;2019-2196
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;de Monforte de Lemos;S/N;;;;VESTIBULO ACCESO EDIFICIO ESTE ;440353;4481302;24 H;2019-2428
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;del Doctor Esquerdo;136;;;28007;ENTRADA ;443068;4473026;L a V de 8:00 A 22:00;2019-2577
Centro educativo;Privada;058;Fuenlabrada;CALLE;Galicia;27;;;28942;PLANTA 1ª ;431173;4461255;de L a V de 8:00 a 20:00 // S y D de 9:00 a 14:00;2019-2579
Otros;Privada;065;Getafe;PASEO;de la Estación;13;;;28904;ENTRADA - CONSERJERIA ;437836;4462982;24 H;2019-2581
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;AVDA;de la Capital de España Madrid;7;;;28042;SALA POLIVALENTE 3ª PLANTA ;447717;4479244;24 H;2019-2627
Otros;Privada;079;Madrid;CMNO;de la Huerta;151;;;28055;URBANIZACIÓN EL TOZAL - GARITA DE CONTROL A LA ENTRADA ;445498;4484269;24 H;2019-2692
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;Hall principal del edif pasillo puerta salida al garaje;5;1;;28023;;432043;4479943;;2019-2377
Establecimiento hotelero con más de 100 plazas;Privada;127;Rozas de Madrid, Las;CALLE;Jaraiz;1;;;28290;;423785;4489689;24 H;2019-188
Establecimiento dependiente de una Administración Pública;Pública;127;Rozas de Madrid, Las;AVDA;Polideportivo;18;;;28231;AUDITORIO JOAQUIN RODRIGO ;425652;4483092;;2019-269
Establecimiento dependiente de una Administración Pública;Pública;127;Rozas de Madrid, Las;CALLE;Kalamos;32;;;28232;CENTRO MUNICIPAL EL CANTIZAL ;421894;4485775;;2019-270
Establecimiento dependiente de una Administración Pública;Pública;127;Rozas de Madrid, Las;CALLE;José Echegaray;10;;;28232;EDIFICIO DE POLICÍA LOCAL ;423495;4485868;;2019-272
Establecimiento dependiente de una Administración Pública;Pública;127;Rozas de Madrid, Las;CALLE;Comunidad de La Rioja;4;;;28231;"POLIDEPORTIVO ""ALFREDO ESPINIELLA"" ";425227;4482713;;2019-273
Establecimiento dependiente de una Administración Pública;Pública;127;Rozas de Madrid, Las;AVDA;Nuestra Señora del Retamar;16;;;28232;POLIDEPORTIVO DEHESA DE NAVALCARBON ;424619;4484399;;2019-275
Centro educativo;Privada;079;Madrid;AVDA;de Rafaela Ybarra;73;;;28026;Hall entrada colegio ;439732;4470072;;2019-499
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Alberto Bosch;13;baja;;28014;CONTROL DE ACCESO/MOSTRADOR RECEPCIÓN VECI EL CORTE INGLÉS;441483;4473883;24H;2019-1756
Otros;Privada;079;Madrid;CALLE;de la Arquitectura;20;;;28005;ENTRADA RECEPCION ;440427;4472311;L-J 9 A 19 V 9A15  HORARIO VERANO 9-15;2019-212
Otros;Privada;079;Madrid;CALLE;de Juan Bravo;6;;;28006;RECEPCIÓN ENTRADA CLAUDIO COELLO 98 ;441868;4476015;8:00 a 20:00H;2019-2371
Otros;Privada;079;Madrid;CALLE;de José Ortega y Gasset;20;2;;28006;ENTRADA PLANTA 2 ;442035;4475722;;2019-2585
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;127;Rozas de Madrid, Las;AVDA;Atenas;75;;;28232;CENTRO COMERCIAL ;421835;4485646;;2019-2586
Centro educativo;Privada;079;Madrid;CALLE;de Mogambo;5;;;28018;JUNTO SECRETARIA, ENTRADA CALLE VIOLETERA 8 ;444254;4470125;8 A 17 HORAS;2019-2617
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de la Princesa;27;-1;;28008;ZONA ACCESO SALONES PLANTA SEMISÓTANO BAJADA HALL HOTEL MELIA MADRID PRINCESA;439417;4475446;24 H;2019-2629
Otros;Privada;079;Madrid;CALLE;de Arequipa;1;5;;28043;PASILLO DESPUES DE RECEPCIÓN ;445595;4480052;;2019-2665
Otros;Privada;148;Torrejón de Ardoz;CALLE;Grafito;10;;;28850;RECEPCIÓN ;460609;4478215;;2019-2667
Otros;Privada;079;Madrid;CALLE;de Maestra Felisa Lozano;8;;;28042;RECEPCION ;448392;4478121;8:00 - 22:00;2019-2670
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de San Mateo;3;;;28004;A LA IZQUIEDA DEL HALL DE ENTRADA HOTEL BASTARDO. SAN MATEO 3 HOSTEL;440353;4475310;24 HORAS;2019-2690
Establecimiento hotelero con más de 100 plazas;Privada;065;Getafe;CALLE;Velasco;7;;;28901;HALL ENTRE LOS PUESTOS DE RECEPCIÓN Y DIRECCION HOSTAL CARLOS III;437904;4462211;;2019-2695
Centro educativo;Privada;161;Valdemoro;CALLE;Rosalía de Castro;s/n;;;28342;hall CEIP DOÑA LEONOR DEL ÁLAMO;441296;4449618;;2019-2696
Centro educativo;Pública;161;Valdemoro;PASEO;del Prado;28;;;28343;PASILLO ENTRADA - HALL PRINCIPAL ;443258;4449281;HORARIO ESCOLAR DE 07:00 a 17:00;2019-2700
Centro educativo;Privada;079;Madrid;CALLE;de Joaquín Turina;58;;;28044;1ª PLANTA ENTRADA CALLE MADRE CELESTE 3 ;435637;4469344;;2019-2702
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;de los Reyes Católicos;6;;;28040;VESTIBULO PRINCIPAL ;438767;4476623;;2019-2703
Centro de trabajo con más de 250 trabajadores;Privada;065;Getafe;AVDA;Leonardo da Vinci;13;;;28906;EN LOS ARCOS DE SEGURIDAD CTDI SPAIN SL;440668;4460409;7-19;2019-2386
Centro educativo;Privada;079;Madrid;CALLE;del Genil;13;;;28002;DESPACHO AULA DETRAS DE RECEPCIÓN ;442262;4477840;"L-V 10 a 22; S 9 a 15 - Julio L-V 10 a 15 Ago Cerrado";2019-2546
Otros;Privada;079;Madrid;CALLE;de María de las Mercedes de Borbón;120;;;28055;GARITA CONSERJERÍA ;447999;4482677;24H;2019-2678
Centro educativo;Privada;079;Madrid;CALLE;de Alcalá;472;;;28027;RECEPCIÓN DEL CENTRO ;446349;4476699;;2019-2697
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;CALLE;CEIP LEGAZPI - SECRETARIA;9;;;28939;;422491;4459151;;2019-2719
Establecimiento dependiente de una Administración Pública;Pública;015;Arroyomolinos;AVDA;INSTITUTO GONZALO CHACON - CONSERJERIA;0;;;28939;;420939;4459142;;2019-2728
Centro educativo;Pública;046;Collado Mediano;CALLE;INSTITUTO DE EDUCACIÓN SECUNDARIA GONZALO ANES;0;;;28450;CONSERJERÍA;411981;4504908;;2019-2736
Otros;Privada;007;Alcorcón;CALLE;de Valdemorillo;22;;;28925;PLANTA BAJA EN LA NAVE ;428837;4471418;DE L a V 7:45-16:00 H;2019-2754
Otros;Privada;007;Alcorcón;CALLE;de Valdemorillo;22;1;;28925;PARTE DEL ALMACEN PRIMERA PLANTA ;428837;4471418;DE L a V 7:45-16:00;2019-2755
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Sagasta;33;;;28004;RECEPCION SEGURIDAD ;440907;4475468;;2018-3140
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de Juan Rizi;5;;;28027;. ;446065;4477655;24 HORAS;2018-3141
Instalaciones de transporte;Pública;092;Móstoles;PASEO;de la Estación;0;;;;DENTRO DE ESTACIÓN MOSTOLES CENTRAL EN EL VESTIBULO;429388;4466926;;2018-3142
Centro educativo;Pública;106;Parla;CALLE;Luis Morales;1;BAJA;;28982;HALL DE ENTRADA A ZONA DE DESPACHO DE DIRECCIÓN CEIP CLARA CAMPOAMOR;435414;4454763;9:00 a 16:00;2018-3145
Otros;Privada;127;Rozas de Madrid, Las;CTRA;de la Coruña;0;;;28230;ENTRADA TIENDA - MODULO SEGURIDAD ;424771;4485649;7:30 - 22:00;2019-88
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;AVDA;del General Perón;40;1;B;28020;;441282;4478103;24 HORAS;2019-131
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Oberón;7;;;28030;;446127;4473004;;2019-132
Centro educativo;Privada;079;Madrid;RONDA;de Don Bosco;3;;;28044;;436069;4469560;;2019-133
Centro educativo;Privada;127;Rozas de Madrid, Las;AVDA;Coruña;70;;;28231;HALL P`RINCIPAL - JUNTO CONSERJERIA ;426573;4482482;;2019-160
Otros;Privada;079;Madrid;AVDA;del Ensanche de Vallecas;76;;;;C.P. ALFAGUARA II ENSANCHE DE VALLECAS JUNTO A LA PORTERÍA DE LA COMUNIDAD;448949;4468342;;2019-217
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de Ocaña;191;;;28047;PASILLO AL LADO CAFETERIA ;461597;4453630;;2019-232
Centro educativo;Privada;079;Madrid;CALLE;de la Puebla;20;;;28004;RECEPCION COLEGIO PLANTA BAJA COLEGIO PURISIMA CONCEPCION;440315;4474894;;2019-2444
Centro educativo;Privada;079;Madrid;CALLE;del Oso;15;;;28012;A LA ENTRADA DE SECRETARIA ;440180;4473474;9-18 H;2019-2621
Centro de trabajo con más de 250 trabajadores;Privada;058;Fuenlabrada;CALLE;Frente a las escaleras Hall oficina;18;;;28946;;435317;4457546;08:00 - 20:00;2019-2712
Otros;Privada;079;Madrid;CALLE;PASILLO PRINCIPAL;6;;;28043;;445996;4479637;;2019-2757
Centro de trabajo con más de 250 trabajadores;Pública;074;Leganés;CALLE;de Pedro Lara;8;;;28919;LEGANÉS TECNOLOGICO FASE II ;437028;4467706;24 H;2019-2758
