CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCI‡N ;COORD, X;COORD, Y;SISTEMA DE COORDENADAS;FECHA DATOS;Longitud;Latitud
FUE_12_0074;ZV;USERA;PARQUE DE PRADOLONGO;JUNTO CIRCUITO BICI RAFAELA YBARRA;439581,46;4469662,28;ETRS89 / UTM  Zona 30N;ago.-22;-3.7117204;40.3753539
FUE_12_0075;ZV;USERA;PARQUE DE PRADOLONGO;JUNTO ESCALERAS ACCESO CRISTO VICTORIA 245;439845,78;4469898,55;ETRS89 / UTM  Zona 30N;ago.-22;-3.7086293;40.3775015
FUE_12_0076;ZV;USERA;PARQUE DE PRADOLONGO;JUNTO PASEO PINOS TEMPLETE;439997,25;4469774,06;ETRS89 / UTM  Zona 30N;ago.-22;-3.7068333;40.3763909
FUE_12_0077;ZV;USERA;PARQUE DE PRADOLONGO;JUNTO JARD÷N BOTµNICO;440170,82;4469882,01;ETRS89 / UTM  Zona 30N;ago.-22;-3.7047989;40.3773759
FUE_12_0078;ZV;USERA;PARQUE DE PRADOLONGO;JUNTO PISTAS DEPORTIVAS TOLOSA LATOUR;440327,45;4469756,07;ETRS89 / UTM  Zona 30N;ago.-22;-3.7029422;40.3762526
FUE_12_0079;ZV;USERA;PARQUE DE PRADOLONGO;AV. POBLADOS Nß 146, JUNTO GASOLINERA;439997,78;4469323,21;ETRS89 / UTM  Zona 30N;ago.-22;-3.7067846;40.3723295
FUE_12_0080;ZV;USERA;AVENIDA RAFAELA YBARRA, 4;PARQUE OLOF PALME. JUNTO µREA CANINA;439590,34;4470587,66;ETRS89 / UTM  Zona 30N;ago.-22;-3.7117035;40.3836909
FUE_12_0081;ZV;USERA;CALLE CERECINOS, 1;FRENTE Nß1. PARQUE OLOF PALME;439451,64;4470692,76;ETRS89 / UTM  Zona 30N;ago.-22;-3.7133474;40.3846276
FUE_12_0082;ZV;USERA;CALLE PARQUE DE LA PALOMA, 1;ENTRE CASETA DE JARDINEROS Y µREA INFANTIL;439472,26;4469956,43;ETRS89 / UTM  Zona 30N;ago.-22;-3.7130346;40.3779958
FUE_12_0083;ZV;USERA;CALLE ANTONIO LOPEZ, 237;ISLETA ZV FRENTE Nß237 C/V DR. TOLOSA LATOUR;440933,02;4470196,24;ETRS89 / UTM  Zona 30N;ago.-22;-3.6958498;40.380261
FUE_12_0084;ZV;USERA;CALLE CORINDON, 10;JUNTO CASETA JARDINEROS;441489,47;4468737,86;ETRS89 / UTM  Zona 30N;ago.-22;-3.6891611;40.3671623
FUE_12_0085;ZV;USERA;CALLE CALESAS, 6;JARD÷N MARIBLANCA, JUNTO ZONA INFANTIL Y PISTAS DEPORTIVAS;440164,2;4471404,56;ETRS89 / UTM  Zona 30N;ago.-22;-3.7050199;40.3910913
FB_100001;ZV;USERA;PARQUE LINEAL DEL MANZANARES;03 ˙ CAMINO PERALES-ÈMBRACULO (A.03);441455,1;4470016,8;ETRS89 / UTM  Zona 30N;ago.-22;-3.6896833;40.3786813
FB_100002;ZV;USERA;PARQUE LINEAL DEL MANZANARES;04 ˙ CAMINO PERALES 90 (A.04);441506,2;4469909,8;ETRS89 / UTM  Zona 30N;ago.-22;-3.6890716;40.377721
FB_100003;ZV;USERA;PARQUE LINEAL DEL MANZANARES;06 ˙ PARQUE BELVEDERE (A.06);441545,9;4469581,8;ETRS89 / UTM  Zona 30N;ago.-22;-3.6885738;40.374769
FB_100004;ZV;USERA;PARQUE LINEAL DEL MANZANARES;08 ˙ PRADERA-ESTANQUE (B.05);441665,2;4469579,1;ETRS89 / UTM  Zona 30N;ago.-22;-3.6871684;40.374753
FB_100011;ZV;USERA;PARQUE LINEAL DEL MANZANARES;15 ˙ MEZQUITA;441540,3;4469406,3;ETRS89 / UTM  Zona 30N;ago.-22;-3.6886237;40.3731876
FB_100012;ZV;USERA;PARQUE LINEAL DEL MANZANARES;15 ˙ MEZQUITA;441577,1;4469313,3;ETRS89 / UTM  Zona 30N;ago.-22;-3.6881817;40.3723524
FB_900062;ZV;USERA;MADRID R÷O;Z.26. - SALON DE PINOS - PUENTE DE PRAGA;440427,5;4471565,7;ETRS89 / UTM  Zona 30N;ago.-22;-3.7019329;40.3925618
FB_900063;ZV;USERA;MADRID R÷O;Z.27. - VADO - PARQUE LINEAL DEL MANZANARES;440907,9;4470838,6;ETRS89 / UTM  Zona 30N;ago.-22;-3.6962053;40.3860459
FB_900064;ZV;USERA;MADRID R÷O;Z.27. - VADO - PARQUE LINEAL DEL MANZANARES;441263;4470401,6;ETRS89 / UTM  Zona 30N;ago.-22;-3.6919816;40.3821343
FB_900065;ZV;USERA;MADRID R÷O;Z.27. - VADO - PARQUE LINEAL DEL MANZANARES;441262,9;4470402,4;ETRS89 / UTM  Zona 30N;ago.-22;-3.6919829;40.3821415
FB_900066;ZV;USERA;MADRID R÷O;Z.27. - VADO - PARQUE LINEAL DEL MANZANARES;441262,8;4470403,3;ETRS89 / UTM  Zona 30N;ago.-22;-3.6919842;40.3821496
FB_900069;ZV;USERA;MADRID R÷O;Z.27 ˙ VADO - PARQUE LINEAL DEL MANZANARES;440971,7;4470755,9;ETRS89 / UTM  Zona 30N;ago.-22;-3.695446;40.3853055
FUE_13_0055;ZV;PUENTE VALLECAS;AVENIDA RONDA SUR FRENTE Nß 229 PARQUE DE ENTREV÷AS;JUNTO A LAGO ORNAMENTAL;443551,057;4469368,256;ETRS89 / UTM  Zona 30N;ago.-22;-3.6649362;40.3729835
FUE_13_0056;ZV;PUENTE VALLECAS;PARQUE AZOR÷N JUNTO AVENIDA DE LA ALBUFERA;EN ZONA INFANTIL;444461,5617;4471407,985;ETRS89 / UTM  Zona 30N;ago.-22;-3.6543895;40.3914198
FUE_13_0057;ZV;PUENTE VALLECAS;PARQUE P÷O FELIPE JUNTO A PASEO CENTRAL;;444420,8152;4471887,047;ETRS89 / UTM  Zona 30N;ago.-22;-3.6549113;40.3957328
FUE_13_0058;ZV;PUENTE VALLECAS;PUERTO DE BALBARµN JUNTO A PISTAS;;444048,3084;4469821,103;ETRS89 / UTM  Zona 30N;ago.-22;-3.659119;40.3770965
FUE_13_0059;ZV;PUENTE VALLECAS;PARQUE P÷O FELIPE JUNTO A CALLE RAM‡N PêREZ DE AYALA;RAMON PEREZ DE AYALA, 44;444466,69;4472291,25;ETRS89 / UTM  Zona 30N;ago.-22;-3.6544061;40.3993771
FUE_13_0060;ZV;PUENTE VALLECAS;PARQUE P÷O FELIPE CALLE CAMINO DE VALDERRIBAS;;444247,0659;4472082,021;ETRS89 / UTM  Zona 30N;ago.-22;-3.6569756;40.3974776
FUE_13_0061;ZV;PUENTE VALLECAS;PARQUE P÷O FELIPE JUNTO A QUIOSCO MIRADOR;;444396,0629;4472000,555;ETRS89 / UTM  Zona 30N;ago.-22;-3.6552129;40.3967537
FUE_13_0062;ZV;PUENTE VALLECAS;PARQUE P÷O FELIPE JUNTO A PISTAS DEPORTIVAS;JUNTO A PISTAS DEPORTIVAS;444301,0403;4472327,234;ETRS89 / UTM  Zona 30N;ago.-22;-3.6563611;40.3996902
FUE_13_0063;ZV;PUENTE VALLECAS;PUERTO DE BALBARµN JUNTO A PISTAS;JUNTO A PISTAS DEPORTIVAS;443876,5911;4469893,588;ETRS89 / UTM  Zona 30N;ago.-22;-3.6611481;40.377738
FUE_13_0065;ZV;PUENTE VALLECAS;C/EL BOSCO ENTRE LAS CALLES P÷IO FELIPE Y C/ TRAVES÷A DE HUMANES;;445168,2312;4471994,976;ETRS89 / UTM  Zona 30N;ago.-22;-3.6461141;40.3967546
FUE_13_0066;ZV;PUENTE VALLECAS;CALLE RAM‡N PêREZ DE AYALA 80C ;JUNTO PISTA DEPORTIVA;444641,54;4472306,05;ETRS89 / UTM  Zona 30N;ago.-22;-3.6523471;40.3995221
FUE_13_0067;ZV;PUENTE VALLECAS;C/EL BOSCO ENTRE LAS CALLES P÷O FELIPE Y C/ TRAVES÷A DE HUMANES;CALLE ESCRITOR, 7;445102,2575;4472071,854;ETRS89 / UTM  Zona 30N;ago.-22;-3.646898;40.3974428
FUE_13_0068;ZV;PUENTE VALLECAS;PARQUE AZOR÷N JUNTO A FUENTES ORNAMENTALES;CALLE ESCRITOR, 7;444465,31;4471284,9;ETRS89 / UTM  Zona 30N;ago.-22;-3.6543346;40.3903112
FUE_13_0070;ZV;PUENTE VALLECAS;PARQUE DOLORES FOLGUERAS;;444290,5863;4471598,853;ETRS89 / UTM  Zona 30N;ago.-22;-3.6564205;40.3931278
FUE_13_0071;ZV;PUENTE VALLECAS;CALLE PICO DEL ALMANZOR CON CALLE DE LAS MORERAS;;443684,3465;4472651,798;ETRS89 / UTM  Zona 30N;ago.-22;-3.6636565;40.4025726
FUE_13_0072;ZV;PUENTE VALLECAS;PLAZA DEL DOCTOR LOZANO;;443937,8388;4472793,291;ETRS89 / UTM  Zona 30N;ago.-22;-3.6606819;40.4038643
FUE_13_0073;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE LEONESES EN ANILLO CICLISTA;;445103,0512;4470186,518;ETRS89 / UTM  Zona 30N;ago.-22;-3.6467262;40.3804586
FUE_13_0074;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON RAFAEL ALBERTI;;445983,0496;4471608,311;ETRS89 / UTM  Zona 30N;ago.-22;-3.6364804;40.3933245
FUE_13_0075;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE DE LOS ANDALUCES;;446193,7102;4471061,254;ETRS89 / UTM  Zona 30N;ago.-22;-3.6339521;40.3884099
FUE_13_0076;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN ACCESO AV. BVUENOS AIRES JUNTO ANILLO CICLISTA;AV. BUENOS AIRES, 101;446171,3187;4471094,94;ETRS89 / UTM  Zona 30N;ago.-22;-3.6342187;40.3887119
FUE_13_0077;ZV;PUENTE VALLECAS;CALLE BENAMEJ÷;PARQUE CALLE PEDROCHES JUNTO A  ZONA INFANTIL;443136,24;4469816,7;ETRS89 / UTM  Zona 30N;ago.-22;-3.6698622;40.3769951
FUE_13_0078;ZV;PUENTE VALLECAS;AVENIDA DE LAS GLORIETAS CON CALLE PADRE LLANOS;JUNTO ZONA INFANTIL;444167,4337;4469363,158;ETRS89 / UTM  Zona 30N;ago.-22;-3.6576757;40.3729791
FUE_13_0079;ZV;PUENTE VALLECAS;PLAZA DE LAS REGIONES EN ZONA PAVIMENTADA;;443064,5103;4470198,033;ETRS89 / UTM  Zona 30N;ago.-22;-3.6707412;40.3804255
FUE_13_0080;ZV;PUENTE VALLECAS;BULEVAR PE•A GORBEA, 8;;443369,9232;4471883,532;ETRS89 / UTM  Zona 30N;ago.-22;-3.6672934;40.3956303
FUE_13_0082;ZV;PUENTE VALLECAS;PARQUE GARRIGUES WALKER;;443876,2747;4469002,731;ETRS89 / UTM  Zona 30N;ago.-22;-3.6610735;40.3697126
FUE_13_0083;ZV;PUENTE VALLECAS;C/ LAGARTERA. Nß: 198;JUNTO 'PLAZA DE LAS REGIONES JUNTO ZONA INFANTIL;443017,5055;4470168,916;ETRS89 / UTM  Zona 30N;ago.-22;-3.6712923;40.38016
FUE_13_0084;ZV;PUENTE VALLECAS;CALLE DE LOS BARROS;;443380,5254;4469623,843;ETRS89 / UTM  Zona 30N;ago.-22;-3.6669675;40.3752744
FUE_13_0085;VP;PUENTE VALLECAS;AVENIDA ENTREVIAS 46;MIRADOR DE EUROPA;443198,08;4470382,25;ETRS89 / UTM  Zona 30N;ago.-22;-3.6691842;40.3820942
FUE_13_0086;ZV;PUENTE VALLECAS;PARQUE PAYASO FOF‡ EXPLANADA NORTE. C/ PAYASO FOFO Nß 9;"24/06/21 LA ESQUINA DEL PARQUE PASA A DENOMINARSE PARQUE JUAN JOSê GARC÷A 
ESPARTERO";444089,5129;4471316,957;ETRS89 / UTM  Zona 30N;ago.-22;-3.658765;40.3905749
FUE_13_0087;ZV;PUENTE VALLECAS;PARQUE AM‡S ACERO;;443457,2529;4471133,967;ETRS89 / UTM  Zona 30N;ago.-22;-3.6661978;40.3888837
FUE_13_0088;ZV;PUENTE VALLECAS;PARQUE AM‡S ACERO;;443489,9306;4471123,859;ETRS89 / UTM  Zona 30N;ago.-22;-3.6658119;40.3887949
FUE_13_0090;ZV;PUENTE VALLECAS;PARQUE C/ TµNGER, 2 CV C/GUILLERMO PINGARR‡N ;EN ZONA CANINA;445017,7221;4470827,569;ETRS89 / UTM  Zona 30N;ago.-22;-3.6477868;40.3862279
FUE_13_0091;ZV;PUENTE VALLECAS;PARQUE PUERTO DEL MILAGRO;;444115,073;4470694,749;ETRS89 / UTM  Zona 30N;ago.-22;-3.6584092;40.3849714
FUE_13_0092;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE ARAGONESES;;445387,9364;4470126,469;ETRS89 / UTM  Zona 30N;ago.-22;-3.6433651;40.3799363
FUE_13_0093;ZV;PUENTE VALLECAS;AVD DE ENTREV÷AS, 140;EN EL CRUCE CON RONDA DEL SUR;443955,7671;4469789,003;ETRS89 / UTM  Zona 30N;ago.-22;-3.6602062;40.3768011
FUE_13_0098;ZV;PUENTE VALLECAS;PARQUE AM‡S ACERO;C/ PALOMERAS 26, PLAZA;443342,2954;4471183,881;ETRS89 / UTM  Zona 30N;ago.-22;-3.6675566;40.3893255
FUE_13_0099;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE SAN CLAUDIO;;446226,3236;4471423,987;ETRS89 / UTM  Zona 30N;ago.-22;-3.6335985;40.3916798
FUE_13_0100;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE TORREMOLINOS;;445857,6488;4470478,415;ETRS89 / UTM  Zona 30N;ago.-22;-3.6378618;40.3831376
FUE_13_0101;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE VILLALOBOS;;444972,1321;4470053,708;ETRS89 / UTM  Zona 30N;ago.-22;-3.648257;40.3792535
FUE_13_0102;ZV;PUENTE VALLECAS;CALLE DIEGO MANCHADO CON PEDRO CALLEJO;;444941,2415;4471268,979;ETRS89 / UTM  Zona 30N;ago.-22;-3.6487259;40.3901994
FUE_13_0103;ZV;PUENTE VALLECAS;CALLE EL BOSCO CON CALLE BENJAM÷N PALENCIA;;445446,3968;4471740,499;ETRS89 / UTM  Zona 30N;ago.-22;-3.6428147;40.3944804
FUE_13_0104;ZV;PUENTE VALLECAS;TRAVES÷A FELIPE DE DIEGO Nß 18;;443956,98;4470029,22;ETRS89 / UTM  Zona 30N;ago.-22;-3.6602131;40.3789652
FUE_13_0106;ZV;PUENTE VALLECAS;CALLE  DOCTOR BELLIDO CON PUERTO DE LA MORCUERA  (ZONA CANINA);EN ZONA CANINA;443309,798;4470610,278;ETRS89 / UTM  Zona 30N;ago.-22;-3.6678884;40.384156
FUE_13_0107;ZV;PUENTE VALLECAS;CALLE  DOCTOR BELLIDO CON PUERTO DE LA MORCUERA;JUNTO µREA INFANTIL;443322,6327;4470623,848;ETRS89 / UTM  Zona 30N;ago.-22;-3.6677385;40.3842791
FUE_13_0108;ZV;PUENTE VALLECAS;PARQUE DE LAS VI•AS PLATAFORMA INFERIOR;JUNTO A µREA INFANTIL;442976,67;4470955,41;ETRS89 / UTM  Zona 30N;ago.-22;-3.6718438;40.3872424
FUE_13_0109;ZV;PUENTE VALLECAS;CALLE DE PONT DEL MOLLINS CON CALLE DE LA ESCALA;EN INTERIOR DE µREA INFANTIL;445264,6023;4471484,298;ETRS89 / UTM  Zona 30N;ago.-22;-3.6449347;40.3921604
FUE_13_0110;ZV;PUENTE VALLECAS;C/EL BOSCO CON RAM‡N PêREZ DE AYALA;;444772,4977;4472453,125;ETRS89 / UTM  Zona 30N;ago.-22;-3.6508167;40.4008558
FUE_13_0111;ZV;PUENTE VALLECAS;C/EL BOSCO CON RAM‡N PêREZ DE AYALA  JUNTO A COLEGIO TAJAMAR;;444933,2972;4472260,057;ETRS89 / UTM  Zona 30N;ago.-22;-3.6489052;40.3991271
FUE_13_0114;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE LEONESES;;445137,2207;4470041,556;ETRS89 / UTM  Zona 30N;ago.-22;-3.6463112;40.3791549
FUE_13_0115;ZV;PUENTE VALLECAS;PARQUE LINEAL DE PALOMERAS EN EL CRUCE CON CALLE  ASTURIANOS;;445566,5749;4470239,068;ETRS89 / UTM  Zona 30N;ago.-22;-3.6412705;40.3809624
FUE_13_0117;ZV;PUENTE VALLECAS;PARQUE NOVECENTO (ZONA CANINA);;444485,1342;4469778,761;ETRS89 / UTM  Zona 30N;ago.-22;-3.6539698;40.3767443
FUE_13_0118;ZV;PUENTE VALLECAS;CALLE FELIPE DE DIEGO EN PARQUE INTERBLOQUE;;444032,0589;4470025,304;ETRS89 / UTM  Zona 30N;ago.-22;-3.6593284;40.378935
FUE_13_0119;ZV;PUENTE VALLECAS;PARQUE MADRID SUR, PLATAFORMA SUPERIOR;;443992,08;4470847,968;ETRS89 / UTM  Zona 30N;ago.-22;-3.6598716;40.3863434
FUE_13_0120;ZV;PUENTE VALLECAS;BULEVAR PE•A GORBEA;;443430,9024;4471858,227;ETRS89 / UTM  Zona 30N;ago.-22;-3.6665726;40.3954065
FUE_13_0121;VP;PUENTE VALLECAS;CALLE SANTA RAFAELA MARIA DEL SAGRADO CORAZON, 9;JUNTO ZONA INFANTIL;442920,71;4470033,56;ETRS89 / UTM  Zona 30N;ago.-22;-3.6724205;40.378934
FUE_13_0122;ZV;PUENTE VALLECAS;CALLE CONSEJO DE TEVERGA JUNTO A EDIFICIOS;;442767,4199;4470592,503;ETRS89 / UTM  Zona 30N;ago.-22;-3.6742764;40.3839587
FUE_13_0124;ZV;PUENTE VALLECAS;AVENIDA RONDA SUR PARQUE DEL SOTO;;442370,9028;4469995,418;ETRS89 / UTM  Zona 30N;ago.-22;-3.6788936;40.3785526
FUE_13_0125;ZV;PUENTE VALLECAS;AVENIDA RONDA SUR PARQUE DEL SOTO;;442514,2078;4469932,081;ETRS89 / UTM  Zona 30N;ago.-22;-3.6771998;40.3779919
FUE_13_0126;ZV;PUENTE VALLECAS;AVENIDA RONDA SUR JUNTO A CAMPO DE JUGBI.;;442948,0544;4469651,32;ETRS89 / UTM  Zona 30N;ago.-22;-3.6720642;40.3754924
FUE_13_0127;ZV;PUENTE VALLECAS;PARQUE DE LAS VI•AS PLATAFORMA INFERIOR;JUNTO A PISTAS DEPORTIVAS;442946,25;4470880;ETRS89 / UTM  Zona 30N;ago.-22;-3.6721954;40.386561
FUE_13_0128;ZV;PUENTE VALLECAS;CALLE PE•A UBI•A FRENTE AL Nß 6;JUNTO ZONA INFANTIL;443033,14;4471855,08;ETRS89 / UTM  Zona 30N;ago.-22;-3.671259;40.395351
FUE_13_0129;VP;PUENTE VALLECAS;SANTANDERINA Nß 1 (FTE Nß 7);DENTRO DE ARENERO INFANTIL;444006,7401;4469451,108;ETRS89 / UTM  Zona 30N;ago.-22;-3.6595762;40.3737606
FUE_13_0130;ZV;PUENTE VALLECAS;CALLE LA DILIGENCIA, 8A;GLORIETA PACO MART÷NEZ SORIA;443948,49;4470539,66;ETRS89 / UTM  Zona 30N;ago.-22;-3.660358;40.383563
FUE_13_0131;VP;PUENTE VALLECAS;SIERRA CARBONERA Nß 21;;443667,8613;4471583,766;ETRS89 / UTM  Zona 30N;ago.-22;-3.6637563;40.3929501
FUE_13_0132;VP;PUENTE VALLECAS;ARROYO OLIVAR 148;;444481,9467;4471070,385;ETRS89 / UTM  Zona 30N;ago.-22;-3.6541198;40.3883799
FUE_13_0133;VP;PUENTE VALLECAS;MONTE PERDIDO Nß 143 C/V ARROYO DEL OLIVAR;;443786,8283;4471513,67;ETRS89 / UTM  Zona 30N;ago.-22;-3.6623484;40.3923266
FUE_13_0134;VP;PUENTE VALLECAS;PAYASO FOFO 31 C/V DILIGENCIA FTE GARCIA MIRANDA Nß 12;;443725,0016;4470551,816;ETRS89 / UTM  Zona 30N;ago.-22;-3.6629919;40.3836575
FUE_13_0135;VP;PUENTE VALLECAS;MARUJA GARCIA ROMERO FRENTE Nß 86;;444438,44;4472781,92;ETRS89 / UTM  Zona 30N;ago.-22;-3.6547818;40.4037955
FUE_13_0137;VP;PUENTE VALLECAS;CALLE G, Nß 16;;446559,3631;4470546,645;ETRS89 / UTM  Zona 30N;ago.-22;-3.6296011;40.3837976
FUE_13_0138;VP;PUENTE VALLECAS;CONCEJO DE TEVERGA ENTRE Nß 10 Y 14;;442855,3243;4470754,424;ETRS89 / UTM  Zona 30N;ago.-22;-3.6732554;40.3854235
FUE_13_0139;VP;PUENTE VALLECAS;VILLALOBOS 63 ;JUNTO KIOSCO DE LA ONCE;444917,8338;4470308,741;ETRS89 / UTM  Zona 30N;ago.-22;-3.6489187;40.3815474
FUE_13_0140;VP;PUENTE VALLECAS;PICOS DE EUROPA Nß 76;;444134,6995;4471715,378;ETRS89 / UTM  Zona 30N;ago.-22;-3.6582675;40.3941671
FUE_13_0141;ZV;PUENTE VALLECAS;SIERRA TOLEDANA Nß 33; CV DOCTOR LOZANO;443973,34;4472666,53;ETRS89 / UTM  Zona 30N;ago.-22;-3.6602524;40.4027248
FUE_13_0143;VP;PUENTE VALLECAS;SANTANDERINA Nß 1 (VECINOS DEL POZO FTE Nß 16);;443971,5146;4469519,996;ETRS89 / UTM  Zona 30N;ago.-22;-3.6599972;40.3743789
FUE_13_0148;VP;PUENTE VALLECAS;LUIS BU•UEL, 4;;443667,8613;4471583,766;ETRS89 / UTM  Zona 30N;ago.-22;-3.6637563;40.3929501
FUE_13_0149;VP;PUENTE VALLECAS;CONDE RODIRGUEZ SAN PEDRO  Nß  29;;442905,7084;4470717,665;ETRS89 / UTM  Zona 30N;ago.-22;-3.6726585;40.3850958
FUE_13_0150;VP;PUENTE VALLECAS;PLAZA DEL CINE  S/N;;444463,8469;4470079,468;ETRS89 / UTM  Zona 30N;ago.-22;-3.6542467;40.3794519
FUE_13_0151;ZV;PUENTE VALLECAS;PLAZA DE SAN DIEGO;C/ JAVIER DE MIGUEL 126;444507,0049;4470657,362;ETRS89 / UTM  Zona 30N;ago.-22;-3.6537887;40.3846607
FUE_13_0152;VP;PUENTE VALLECAS;AV. SAN DIEGO C/V GARC÷A LLAMAS ;;443336,9114;4471250,454;ETRS89 / UTM  Zona 30N;ago.-22;-3.667626;40.3899249
FUE_13_0153;VP;PUENTE VALLECAS;C/ MARUJA GARCIA ROMERO Nß 14;;444334,78;4472631,59;ETRS89 / UTM  Zona 30N;ago.-22;-3.6559902;40.4024343
FUE_13_0154;ZV;PUENTE VALLECAS;PARQUE GARRIGUES WALKER;ESTEBAN CARROS Nß 80 ;443966,1129;4468951,394;ETRS89 / UTM  Zona 30N;ago.-22;-3.6600108;40.3692561
FUE_13_0155;ZV;PUENTE VALLECAS;PARQUE DEL CAMPO DE LA PALOMA;JUNTO C/ EXTREME•OS FRENTE BIBLIOTECA;445346,51;4470606,54;ETRS89 / UTM  Zona 30N;ago.-22;-3.6438943;40.3842584
FUE_13_0156;ZV;PUENTE VALLECAS;MAQUINILLA 13;;445919,24;4470134,89;ETRS89 / UTM  Zona 30N;ago.-22;-3.6371071;40.3800468
FUE_13_0157;ZV;PUENTE VALLECAS;SIERRA TOLEDANA 1;C/V CAMINO DE VALDERRIBAS;443954,18;4472294,92;ETRS89 / UTM  Zona 30N;ago.-22;-3.6604455;40.3993758
FUE_13_0158;ZV;PUENTE VALLECAS;PEDRO LABORDE 31;PLAZA DE LA CONSTITUCI‡N;444973,85;4470869,78;ETRS89 / UTM  Zona 30N;ago.-22;-3.6483072;40.3866053
FUE_13_0159;ZV;PUENTE VALLECAS;PARQUE DEL CAMPO DE LA PALOMA;JUNTO PISTA DEPORTIVA ZV;445341,35;4470552,96;ETRS89 / UTM  Zona 30N;ago.-22;-3.6439505;40.3837754
FUE_13_0160;ZV;PUENTE VALLECAS;PARQUE DEL CAMPO DE LA PALOMA;PLAZA CENTRAL DEL PARQUE;445250,86;4470509,04;ETRS89 / UTM  Zona 30N;ago.-22;-3.6450128;40.3833738
FUE_13_0161;ZV;PUENTE VALLECAS;PARQUE DEL CAMPO DE LA PALOMA;JUNTO ZONA INFANTIL;445228,64;4470595,82;ETRS89 / UTM  Zona 30N;ago.-22;-3.645282;40.3841541
FUE_13_0162;ZV;PUENTE VALLECAS;PARQUE DEL CAMPO DE LA PALOMA;JUNTO JUEGOS MAYORES;445306,95;4470616,99;ETRS89 / UTM  Zona 30N;ago.-22;-3.6443613;40.3843499
FUE_13_0163;ZV;PUENTE VALLECAS;PARQUE PAYASO FOF‡ (MADRID SUR), C/ PUERTO DE COSTABONA FRENTE Nß 9;AREA CANINA ;443974,08;4470669,94;ETRS89 / UTM  Zona 30N;ago.-22;-3.660068;40.3847384
FUE_13_0164;VP;PUENTE VALLECAS;PLAZA PUERTO RUBIO Nß 1;JUNTO ZONA INFANTIL;443347,62;4472000,59;ETRS89 / UTM  Zona 30N;ago.-22;-3.6675665;40.3966833
FUE_13_0165;ZV;PUENTE VALLECAS;AVENIDA DE LAS PALOMERAS Nß 2;PARQUE PAYASO FOF‡ JUNTO ZONA INFANTIL;444004,76;4471157,01;ETRS89 / UTM  Zona 30N;ago.-22;-3.6597494;40.3891283
FUE_13_0166;ZV;PUENTE VALLECAS;AVENIDA DE LAS PALOMERAS Nß 2;PARQUE PAYASO FOF‡ JUNTO ZONA CANINA;444034,94;4471135,15;ETRS89 / UTM  Zona 30N;ago.-22;-3.6593919;40.3889334
FUE_13_0167;ZV;PUENTE VALLECAS;CALLE PABLO RICA, 6;;443122,4;4471249,33;ETRS89 / UTM  Zona 30N;ago.-22;-3.6701532;40.3899002
FUE_13_0168;ZV;PUENTE VALLECAS;CALLE SIERRA BERMEJA, 35;;443803,57;4471300,79;ETRS89 / UTM  Zona 30N;ago.-22;-3.6621324;40.39041
FUE_13_0169;ZV;PUENTE VALLECAS;CALLE MIGUEL SAN NARCISO, 8;C/V CALLE RAFAEL SAN NARCISO;444344,67;4470889,21;ETRS89 / UTM  Zona 30N;ago.-22;-3.6557214;40.3867385
FUE_13_0170;ZV;PUENTE VALLECAS;RONDA SUR, 6 D;PARQUE ENTREV÷AS JUNTO µREA CANINA;442885,88;4469585,43;ETRS89 / UTM  Zona 30N;ago.-22;-3.6727906;40.3748946
FUE_13_0171;ZV;PUENTE VALLECAS;CALLE EL YESERO, 3;FRENTE AL Nß 3;446430,61;4470246,89;ETRS89 / UTM  Zona 30N;ago.-22;-3.6310926;40.3810888
FUE_13_0172;ZV;PUENTE VALLECAS;PARQUE CAMPO DE LA PALOMA, AV: RAFAEL ALBERTI, 51;µREA CANINA;445270,88;4470469,03;ETRS89 / UTM  Zona 30N;ago.-22;-3.6447735;40.3830147
FUE_13_0173;ZV;PUENTE VALLECAS;PARQUE CAMPO DEL TORO;CALLE ANDALUCES FRENTE Nß 22 CV CALLE RAFAEL ALBERTI, JUNTO ZONA INFANTIL;445857,84;4471308,08;ETRS89 / UTM  Zona 30N;ago.-22;-3.6379301;40.3906117
FUE_13_0174;ZV;PUENTE VALLECAS;PARQUE GARRIGUES WALKER;JUNTO ZONA CANINA;443926,31;4468898,89;ETRS89 / UTM  Zona 30N;ago.-22;-3.660475;40.3687805
